Betweeness Centrality on all courses within file

The betweenness centrality of START is 0
The betweenness centrality of END is 0
The betweenness centrality of REL 284 is 0.000256016
The betweenness centrality of REL 286 is 0.000256016
The betweenness centrality of REL 320 is 0.000256016
The betweenness centrality of REL 332 is 0.000256016
The betweenness centrality of REL 347 is 0.000256016
The betweenness centrality of REL 390 is 0.000256016
The betweenness centrality of REL 401 is 0.000256016
The betweenness centrality of REL 403 is 0.000256016
The betweenness centrality of REL 405 is 0.000256016
The betweenness centrality of REL 408 is 0.000256016
The betweenness centrality of REL 416 is 0.000256016
The betweenness centrality of REL 432 is 0.000256016
The betweenness centrality of REL 435 is 0.000256016
The betweenness centrality of REL 436 is 2
The betweenness centrality of REL 439 is 0.000256016
The betweenness centrality of REL 440 is 1
The betweenness centrality of REL 442 is 0.000256016
The betweenness centrality of REL 484 is 0.25
The betweenness centrality of REL 488 is 0.25
The betweenness centrality of REL 493 is 0.000256016
The betweenness centrality of REL 494 is 0.000256016
The betweenness centrality of REL 495 is 0.000256016
The betweenness centrality of REL 504 is 0.000256016
The betweenness centrality of REL 510 is 0.000256016
The betweenness centrality of REL 511 is 0.000256016
The betweenness centrality of REL 564 is 0.000256016
The betweenness centrality of REL 567 is 0.000256016
The betweenness centrality of REL 590 is 0.000256016
The betweenness centrality of REL 599 is 0.000256016
The betweenness centrality of RHET 101 is 1
The betweenness centrality of RHET 102 is 1
The betweenness centrality of RHET 199 is 0.000256016
The betweenness centrality of RHET 233 is 0.000256016
The betweenness centrality of RMLG 417 is 0.000256016
The betweenness centrality of RMLG 435 is 0.411111
The betweenness centrality of RMLG 559 is 0.166667
The betweenness centrality of RSOC 270 is 0.000256016
The betweenness centrality of RSOC 447 is 0.716667
The betweenness centrality of RST 100 is 3.1
The betweenness centrality of RST 101 is 0.1
The betweenness centrality of RST 118 is 0.000256016
The betweenness centrality of RST 120 is 1.43333
The betweenness centrality of RST 130 is 1.93333
The betweenness centrality of RST 150 is 1.43333
The betweenness centrality of RST 180 is 0.000256016
The betweenness centrality of RST 185 is 0.000256016
The betweenness centrality of RST 199 is 0.000256016
The betweenness centrality of RST 200 is 0.1
The betweenness centrality of RST 205 is 0.25
The betweenness centrality of RST 210 is 3.6
The betweenness centrality of RST 216 is 0.000256016
The betweenness centrality of RST 224 is 0.000256016
The betweenness centrality of RST 230 is 0.000256016
The betweenness centrality of RST 240 is 5
The betweenness centrality of RST 242 is 0.000256016
The betweenness centrality of RST 255 is 0.1
The betweenness centrality of RST 260 is 1
The betweenness centrality of RST 265 is 1
The betweenness centrality of RST 270 is 0.000256016
The betweenness centrality of RST 280 is 0.000256016
The betweenness centrality of RST 301 is 0.5
The betweenness centrality of RST 325 is 3.1
The betweenness centrality of RST 316 is 0.000256016
The betweenness centrality of RST 317 is 0.333333
The betweenness centrality of RST 335 is 0.000256016
The betweenness centrality of RST 340 is 1.25
The betweenness centrality of RST 110 is 0
The betweenness centrality of RST 346 is 0.000256016
The betweenness centrality of RST 350 is 0.000256016
The betweenness centrality of RST 354 is 0.5
The betweenness centrality of RST 360 is 0.5
The betweenness centrality of RST 365 is 0.000256016
The betweenness centrality of RST 370 is 0.5
The betweenness centrality of RST 390 is 0.000256016
The betweenness centrality of RST 393 is 0.000256016
The betweenness centrality of RST 410 is 9
The betweenness centrality of RST 429 is 0.916667
The betweenness centrality of RST 430 is 1.25
The betweenness centrality of RST 441 is 0.000256016
The betweenness centrality of RST 450 is 0.333333
The betweenness centrality of RST 460 is 5
The betweenness centrality of RST 465 is 1
The betweenness centrality of RST 480 is 0.1
The betweenness centrality of RST 485 is 7.16667
The betweenness centrality of RST 501 is 0.25
The betweenness centrality of RST 502 is 0.000256016
The betweenness centrality of RST 503 is 1.25
The betweenness centrality of RST 512 is 6
The betweenness centrality of RST 515 is 0.5
The betweenness centrality of RST 516 is 0.5
The betweenness centrality of RST 518 is 0.000256016
The betweenness centrality of RST 519 is 4
The betweenness centrality of RST 520 is 0.000256016
The betweenness centrality of RST 530 is 0.000256016
The betweenness centrality of RST 550 is 1
The betweenness centrality of RST 551 is 1
The betweenness centrality of RST 560 is 0.000256016
The betweenness centrality of RST 570 is 0.000256016
The betweenness centrality of RST 584 is 1
The betweenness centrality of RST 484 is 0
The betweenness centrality of RST 590 is 0.000256016
The betweenness centrality of RST 593 is 0.000256016
The betweenness centrality of RST 594 is 0.000256016
The betweenness centrality of RST 599 is 0.000256016
The betweenness centrality of RUSS 101 is 6
The betweenness centrality of RUSS 102 is 11
The betweenness centrality of RUSS 115 is 0.000256016
The betweenness centrality of RUSS 122 is 0.000256016
The betweenness centrality of RUSS 199 is 0.000256016
The betweenness centrality of RUSS 201 is 14
The betweenness centrality of RUSS 202 is 15
The betweenness centrality of RUSS 220 is 0.000256016
The betweenness centrality of RUSS 225 is 0.000256016
The betweenness centrality of RUSS 290 is 4
The betweenness centrality of RUSS 301 is 5
The betweenness centrality of RUSS 302 is 1
The betweenness centrality of RUSS 320 is 0.000256016
The betweenness centrality of RUSS 322 is 0.000256016
The betweenness centrality of RUSS 401 is 3
The betweenness centrality of RUSS 402 is 5
The betweenness centrality of RUSS 424 is 0.000256016
The betweenness centrality of RUSS 493 is 0.000256016
The betweenness centrality of RUSS 501 is 5
The betweenness centrality of RUSS 502 is 3
The betweenness centrality of RUSS 511 is 0.000256016
The betweenness centrality of RUSS 512 is 0.000256016
The betweenness centrality of RUSS 520 is 0.000256016
The betweenness centrality of RUSS 522 is 0.000256016
The betweenness centrality of SAME 150 is 0.000256016
The betweenness centrality of SAME 152 is 0.000256016
The betweenness centrality of SAME 199 is 0.000256016
The betweenness centrality of SAME 208 is 0.000256016
The betweenness centrality of SAME 211 is 0.000256016
The betweenness centrality of SAME 212 is 0.000256016
The betweenness centrality of SAME 214 is 0.000256016
The betweenness centrality of SAME 223 is 0.666667
The betweenness centrality of SAME 260 is 0.000256016
The betweenness centrality of SAME 272 is 0.000256016
The betweenness centrality of SAME 403 is 0.000256016
The betweenness centrality of SAME 408 is 0.000256016
The betweenness centrality of SAME 410 is 0.000256016
The betweenness centrality of SAME 564 is 0.000256016
The betweenness centrality of SAME 590 is 0.000256016
The betweenness centrality of SBC 500 is 0.000256016
The betweenness centrality of SBC 501 is 0.000256016
The betweenness centrality of SBC 502 is 0.000256016
The betweenness centrality of SBC 503 is 0.000256016
The betweenness centrality of SBC 504 is 0.000256016
The betweenness centrality of SBC 505 is 0.000256016
The betweenness centrality of SBC 506 is 0.000256016
The betweenness centrality of SBC 507 is 1
The betweenness centrality of SBC 510 is 1
The betweenness centrality of SBC 511 is 1
The betweenness centrality of SBC 512 is 1
The betweenness centrality of SCAN 101 is 4
The betweenness centrality of SCAN 102 is 7
The betweenness centrality of SCAN 103 is 8
The betweenness centrality of SCAN 104 is 7
The betweenness centrality of SCAN 199 is 0.000256016
The betweenness centrality of SCAN 215 is 0.000256016
The betweenness centrality of SCAN 225 is 0.000256016
The betweenness centrality of SCAN 251 is 0.000256016
The betweenness centrality of SCAN 305 is 1
The betweenness centrality of SCAN 306 is 1
The betweenness centrality of SCAN 470 is 0.000256016
The betweenness centrality of SCAN 490 is 0.000256016
The betweenness centrality of SCAN 492 is 0.000256016
The betweenness centrality of SCAN 493 is 0.000256016
The betweenness centrality of SCAN 494 is 4
The betweenness centrality of SCAN 496 is 0.000256016
The betweenness centrality of SCAN 506 is 0.5
The betweenness centrality of SCAN 593 is 0.000256016
The betweenness centrality of SE 100 is 0.000256016
The betweenness centrality of SE 101 is 1
The betweenness centrality of SE 199 is 0.000256016
The betweenness centrality of SE 261 is 1
The betweenness centrality of SE 290 is 1
The betweenness centrality of SE 297 is 0.000256016
The betweenness centrality of SE 310 is 42
The betweenness centrality of SE 311 is 28
The betweenness centrality of SE 312 is 0
The betweenness centrality of SE 361 is 0.000256016
The betweenness centrality of SE 397 is 0.000256016
The betweenness centrality of SE 400 is 0.25
The betweenness centrality of SE 402 is 2.5
The betweenness centrality of SE 410 is 1.83333
The betweenness centrality of SE 411 is 0.0714286
The betweenness centrality of SE 412 is 0.2
The betweenness centrality of SE 413 is 0.0844828
The betweenness centrality of SE 420 is 0.333333
The betweenness centrality of SE 422 is 0.333333
The betweenness centrality of SE 423 is 0.333333
The betweenness centrality of SE 424 is 18
The betweenness centrality of SE 450 is 0.0714286
The betweenness centrality of SE 494 is 25
The betweenness centrality of IE 311 is 0
The betweenness centrality of SE 495 is 4
The betweenness centrality of SE 497 is 0.000256016
The betweenness centrality of SE 498 is 0.000256016
The betweenness centrality of SE 520 is 0.654762
The betweenness centrality of SE 521 is 0.0714286
The betweenness centrality of SE 525 is 1
The betweenness centrality of SE 590 is 0.000256016
The betweenness centrality of SE 594 is 0.000256016
The betweenness centrality of SE 597 is 0.000256016
The betweenness centrality of SE 598 is 0.000256016
The betweenness centrality of SE 599 is 0.000256016
The betweenness centrality of SHS 111 is 0.000256016
The betweenness centrality of SHS 112 is 0.000256016
The betweenness centrality of SHS 120 is 0.000256016
The betweenness centrality of SHS 191 is 0.000256016
The betweenness centrality of SHS 199 is 0.000256016
The betweenness centrality of SHS 200 is 0.000256016
The betweenness centrality of SHS 222 is 0.000256016
The betweenness centrality of SHS 240 is 6.83333
The betweenness centrality of SHS 271 is 0.000256016
The betweenness centrality of SHS 280 is 0.000256016
The betweenness centrality of SHS 291 is 0.000256016
The betweenness centrality of SHS 300 is 2.5
The betweenness centrality of SHS 301 is 1.5
The betweenness centrality of SHS 320 is 1
The betweenness centrality of SHS 321 is 0.5
The betweenness centrality of SHS 333 is 0.000256016
The betweenness centrality of SHS 352 is 0.000256016
The betweenness centrality of SHS 370 is 0.000256016
The betweenness centrality of SHS 375 is 0.000256016
The betweenness centrality of SHS 380 is 0.000256016
The betweenness centrality of SHS 385 is 0.000256016
The betweenness centrality of SHS 389 is 0.000256016
The betweenness centrality of SHS 390 is 0.000256016
The betweenness centrality of SHS 395 is 0.000256016
The betweenness centrality of SHS 410 is 0.000256016
The betweenness centrality of SHS 427 is 0.931901
The betweenness centrality of SHS 430 is 0.000256016
The betweenness centrality of SHS 431 is 0.000256016
The betweenness centrality of SHS 450 is 5.83333
The betweenness centrality of SHS 451 is 0.333333
The betweenness centrality of SHS 470 is 4
The betweenness centrality of SHS 473 is 0.000256016
The betweenness centrality of SHS 475 is 1
The betweenness centrality of SHS 477 is 1
The betweenness centrality of SHS 511 is 2.5
The betweenness centrality of SHS 411 is 0
The betweenness centrality of SHS 513 is 1
The betweenness centrality of SHS 532 is 1
The betweenness centrality of SHS 533 is 1
The betweenness centrality of SHS 520 is 0
The betweenness centrality of SHS 534 is 0.5
The betweenness centrality of SHS 535 is 0.000256016
The betweenness centrality of SHS 540 is 0.5
The betweenness centrality of SHS 541 is 4.5
The betweenness centrality of SHS 542 is 0.000256016
The betweenness centrality of SHS 550 is 22.5
The betweenness centrality of SHS 551 is 4
The betweenness centrality of SHS 552 is 0.333333
The betweenness centrality of SHS 553 is 8
The betweenness centrality of SHS 554 is 1
The betweenness centrality of SHS 556 is 0.5
The betweenness centrality of SHS 557 is 2.5
The betweenness centrality of SHS 558 is 0.5
The betweenness centrality of SHS 559 is 0.000256016
The betweenness centrality of SHS 560 is 0.333333
The betweenness centrality of SHS 561 is 0.833333
The betweenness centrality of SHS 563 is 0.5
The betweenness centrality of SHS 564 is 0.000256016
The betweenness centrality of SHS 565 is 0.000256016
The betweenness centrality of SHS 570 is 0.000256016
The betweenness centrality of SHS 571 is 0.000256016
The betweenness centrality of SHS 574 is 0.000256016
The betweenness centrality of SHS 576 is 1
